,city,latitude,longitude,temperature,max temperature,wind speed,cloudiness,humidity
72,Labuhan,-6.8844,112.2051,304.2,304.2,3.38,14,58
73,Nikolskoye,59.7035,30.7861,289.13,289.27,5.16,85,92
76,Lorengau,-2.0226,147.2712,302.66,302.66,4.4,41,70
77,Turangi,-39,175.9333,278.99,278.99,1.67,96,97
79,Atuona,-9.8,-139.0333,298.54,298.54,8.38,9,73
80,Ilulissat,69.2167,-51.1,279.16,279.16,0.51,75,87
81,Changqing,36.5575,116.7272,304.38,304.38,1.45,13,53
82,Bengkulu,-3.8004,102.2655,301.97,301.97,3.25,60,68
83,Henties Bay,-22.116,14.2845,288.07,288.07,3.04,0,80
84,Souillac,-20.5167,57.5167,289.36,296.68,2.57,20,88
85,Vila Velha,-20.3297,-40.2925,287.12,287.12,1.03,0,100
86,Bayjī,34.9311,43.487,309.37,309.37,5.95,48,23
87,Qui Nhon,13.7667,109.2333,306.26,306.26,9.03,100,53
88,Praia da Vitória,38.7333,-27.0667,295.29,295.79,1.72,75,94
89,Kitaibaraki,36.7833,140.75,304.46,308.09,5.97,96,72
90,Jambi City,-1.6,103.6167,305.46,305.46,1.76,82,54
91,Saint-Philippe,-21.3585,55.7679,293.47,293.92,0.6,0,62
92,Saint-Augustin,51.226,-58.6502,286.84,286.84,4.37,100,95
93,Caravelas,-17.7125,-39.2481,291.82,291.82,1.67,22,82
94,Mercedes,-34.6515,-59.4307,279.91,281.4,3.58,0,80
95,Saint Anthony,45.0205,-93.218,292.24,294.72,2.06,1,67
96,Soe,-9.8607,124.284,302.63,302.63,4.88,62,28
97,Christchurch,-43.5333,172.6333,281.73,282.04,4.02,90,70
98,Camocim,-2.9022,-40.8411,296.1,296.1,0.71,11,83
99,Yangambi,0.8102,24.4336,294.55,294.55,0.93,98,89
101,Kaeo,-35.1,173.7833,286.66,286.66,7.9,42,78
102,Puerto Ayora,-0.7393,-90.3518,294.64,294.64,4.18,67,90
104,Mar del Plata,-38.0023,-57.5575,281.78,282.09,1.34,2,51
105,Kholm,59.2667,32.85,287.68,287.68,5.62,94,90
106,Olinda,-8.0089,-34.8553,295,295,1.54,90,100
107,East London,-33.0153,27.9116,285.67,285.67,3.09,0,87
108,Kayes,14,-11,296,296,1.66,60,92
109,Tieling,42.2931,123.8414,302.55,302.55,1.67,28,64
110,Trelew,-43.249,-65.3051,284.68,284.68,4.28,72,61
111,Celestún,20.8667,-90.4,298.92,298.92,3.79,71,86
112,San Cristobal,7.7669,-72.225,290.56,290.56,1.97,91,98
113,Provideniya,64.3833,-173.3,284.21,284.21,6,90,87
114,Bărăști,44.6167,24.6833,296.07,296.07,1.58,2,68
115,Amazar,53.858,120.875,297.59,297.59,2.45,75,65
116,Klaksvík,62.2266,-6.589,282.66,282.66,5.47,100,90
117,Villa del Rosario,7.8339,-72.4742,294.47,294.47,2.58,48,82
118,Seoul,37.5683,126.9778,303.43,304.57,2.06,75,66
119,Alofi,-19.0595,-169.9187,296.09,296.09,3.6,18,78
120,Castro,-24.7911,-50.0119,280.73,280.73,1.06,0,92
121,San Fernando del Valle de Catamarca,-28.4696,-65.7852,288.02,288.02,0.45,1,41
122,Pisco,-13.7,-76.2167,290.18,290.18,2.06,90,82
123,Upernavik,72.7868,-56.1549,280.77,280.77,5.77,97,75
124,Abay,49.6311,72.8539,300.36,300.36,4.53,4,32
125,Sur,22.5667,59.5289,306.73,306.73,2.34,44,49
128,Sergeevka,53.88,67.4158,298.79,298.79,4.61,59,40
130,Fare,-16.7,-151.0167,299.32,299.32,5.5,40,74
131,Necochea,-38.5473,-58.7368,280.95,280.95,5.53,7,72
132,Faya,18.3851,42.4509,292.44,292.44,2.46,93,65
134,Arlit,18.7369,7.3853,304.25,304.25,0.37,93,40
135,Shelburne,44.0787,-80.2041,285.19,288.46,3.19,6,66
137,Yoichi,43.2039,140.7703,305.17,306.82,1.14,81,68
138,Ahipara,-35.1667,173.1667,285.99,285.99,9.47,31,80
139,Iracoubo,5.4802,-53.2011,298.4,298.4,2.31,98,80
140,Carnarvon,-24.8667,113.6333,294.19,294.19,5.66,0,28
141,Bontang,0.1333,117.5,304.28,304.28,4.63,89,62
142,Kletskaya,49.3145,43.0584,305,305,1.45,22,28
144,Cristalina,-16.7686,-47.6136,286.62,286.62,1.31,13,57
145,Byron Bay,-28.65,153.6167,295.15,297.62,5.14,92,58
146,Yellowknife,62.456,-114.3525,296.11,297.44,3.09,75,50
147,Coquimbo,-29.9533,-71.3436,286,286,1.03,90,87
148,Dingle,10.9995,122.6711,304.59,304.59,7.99,100,64
149,Saint Paul Harbor,57.79,-152.4072,285.88,285.88,4.63,90,76
150,Kholodnyy,62.7167,147.95,287.56,287.56,3.9,29,37
151,Kalach-na-Donu,48.691,43.5264,303.1,305.77,2.08,9,24
152,Inhambane,-23.865,35.3833,291.14,291.14,4.55,20,94
153,Mount Isa,-20.7333,139.5,294.02,294.02,7.72,90,19
154,Rocha,-34.4833,-54.3333,279.8,279.8,0.92,0,91
155,Barrow,71.2906,-156.7887,280.16,280.16,6.69,90,93
156,Meulaboh,4.1363,96.1285,302.8,302.8,3.01,64,64
157,Chicama,-7.8447,-79.1469,290.9,290.9,3.38,12,87
158,Alberton,46.8168,-64.0654,290.1,290.1,5.87,87,87
160,Hanzhong,33.0728,107.0303,305.57,305.57,1.11,34,57
161,Chepareria,1.3077,35.2039,290.33,290.33,0.73,81,81
162,Kerrobert,51.9168,-109.1348,297.18,300.26,3.03,100,33
163,Hithadhoo,-0.6,73.0833,301.19,301.19,4.59,91,72
164,Departamento de Maldonado,-34.6667,-54.9167,279.81,279.81,1.4,0,92
165,Half Moon Bay,37.4636,-122.4286,289.39,294.33,3.6,1,79
166,Grand-Lahou,5.1367,-5.0242,296.05,296.05,3.27,57,92
167,Katsuura,35.1333,140.3,306.21,306.21,5.11,43,77
168,Port Hedland,-20.3167,118.5667,298.18,298.18,6.69,21,14
169,Alyangula,-13.8483,136.4192,301.08,301.08,4.12,40,78
170,Thompson,55.7435,-97.8558,288.24,288.24,0,20,72
171,Kutum,14.2,24.6667,295.41,295.41,5.37,21,73
172,Fortuna,40.5982,-124.1573,285.84,286.44,0.45,90,73
173,Karratha,-20.7377,116.8463,297.01,297.01,7.67,7,19
174,Kamariótissa,40.4833,25.4667,297.16,300.18,2.66,0,67
175,Port Elizabeth,-33.918,25.5701,282.31,282.31,3.6,90,100
176,Longyearbyen,78.2186,15.6401,280.06,280.06,8.23,40,70
177,Kapaa,22.0752,-159.319,298.59,303.14,2.24,40,78
178,Roseburg,43.2165,-123.3417,300.21,301.42,2.57,1,36
179,Kaitangata,-46.2817,169.8464,283.11,283.11,3.54,19,60
180,Comodoro Rivadavia,-45.8667,-67.5,283.07,283.07,6.69,0,32
181,Atambua,-9.1061,124.8925,303.37,303.37,1.04,35,42
182,Port Macquarie,-31.4333,152.9167,293.65,294.13,3.26,77,48
183,Coyhaique,-45.5752,-72.0662,274.12,274.12,0.51,0,86
184,Mehamn,71.0357,27.8492,284.12,284.25,1.03,0,71
185,Houma,29.5958,-90.7195,298.82,300.15,0,1,93
186,Lompoc,34.6391,-120.4579,288.47,292.65,3.09,75,86
187,Deputatsky,69.3,139.9,287.7,287.7,6.44,52,33
188,Pontes e Lacerda,-15.2261,-59.3353,291.17,291.17,1.43,50,56
189,Nikki,9.9401,3.2108,295.13,295.13,1.79,100,91
190,Riberalta,-10.9833,-66.1,292.15,292.15,1.58,1,45
191,Flinders,-34.5833,150.8552,290.57,292.15,6.49,4,49
192,Malakal,9.5334,31.6605,295.41,295.41,1.75,100,92
193,Evensk,61.95,159.2333,286.11,286.11,6.87,65,47
195,Broken Hill,-31.95,141.4333,284.99,284.99,9.26,75,58
196,Lagoa,39.05,-27.9833,294.96,294.96,3.15,62,93
197,Ukiah,39.1502,-123.2078,292.01,298.09,2.57,1,41
198,Wanning,18.8003,110.3967,305.43,305.43,1.23,100,63
200,Kropotkin,45.4375,40.5756,300.81,300.81,3.17,0,51
201,Oktyabr'skoye,43.0645,44.7417,295.01,295.23,1,37,73
202,Tuatapere,-46.1333,167.6833,282.49,282.49,1.17,32,75
203,Ostrovnoy,68.0531,39.5131,283.96,283.96,2.17,95,95
204,Tautira,-17.7333,-149.15,299.16,299.16,4.33,58,72
205,May Pen,17.9645,-77.2451,300.47,301.71,1.34,85,89
206,Chunhuhub,19.55,-88.6833,296.53,296.53,1.21,12,95
207,Avarua,-21.2078,-159.775,298.18,298.18,3.09,75,73
208,Chui,-33.6971,-53.4616,281.85,281.85,1.62,0,95
209,Arman',59.7,150.1667,289.21,289.21,1.73,18,44
210,Ribeira Grande,38.5167,-28.7,295.72,295.72,2.94,45,93
212,Hong Kong,22.2855,114.1577,301.91,303.18,0.45,99,92
215,Norman Wells,65.282,-126.8329,300.17,300.17,2.06,20,36
216,Grand-Santi,4.25,-54.3833,295.19,295.19,0.78,63,99
217,Canutama,-6.5339,-64.3831,298.86,298.86,1.27,99,42
218,Codrington,-38.2667,141.9667,283.14,283.14,10.76,79,71
219,Papenburg,53.0667,7.4,283.49,285.15,1.98,64,97
221,Tomatlán,19.9333,-105.25,297.81,297.81,0.82,77,94
222,Kruisfontein,-34.0033,24.7314,282.9,282.9,4.42,0,82
224,Rundu,-17.9333,19.7667,282.69,282.69,2.46,0,49
225,Sioux Lookout,50.1001,-91.917,294.19,294.19,2.57,90,60
226,Birjand,32.8663,59.2211,298.41,298.41,2.06,0,12
227,Yar-Sale,66.8333,70.8333,292.14,292.14,1.69,93,62
228,Talnakh,69.4865,88.3972,300.63,300.63,3.31,99,34
229,Biak,-0.9131,122.8766,301.81,301.81,3.52,28,66
230,Jiuquan,39.7432,98.5174,301.1,301.1,5.03,7,13
231,Haines Junction,60.7522,-137.5108,287.12,287.12,2.57,87,88
232,Freeport,40.6576,-73.5832,293.84,296.14,0.45,1,61
233,Hamilton,39.1834,-84.5333,290.25,292.47,0,1,84
234,St. George's,12.0564,-61.7485,299.97,299.97,2.57,20,83
235,Shibetsu,43.659,145.132,299.54,299.54,2.57,75,78
236,Bereda,43.2686,-7.5406,284.94,285.14,0.56,94,100
237,Bethel,41.3712,-73.414,288.77,292.4,0,1,83
238,Nhulunbuy,-12.2333,136.7667,302.49,302.49,5.66,40,58
240,Narasannapeta,18.4167,84.05,305.9,305.9,3.12,87,53
241,Maningrida,-12.0667,134.2667,303.53,303.53,5.67,75,49
242,Los Llanos de Aridane,28.6585,-17.9182,290.44,293.01,3.6,0,91
243,Ambilobe,-13.2,49.05,296.28,296.28,1.22,0,67
244,Vuktyl,63.8567,57.3094,291.7,291.7,2.52,37,75
245,Tromsø,69.6496,18.957,282.49,282.8,0.89,75,76
246,Safi,32.2994,-9.2372,292.23,292.23,4.55,2,93
247,Marau,-28.4492,-52.2,278.57,278.57,1.75,0,97
248,Baruun-Urt,46.6806,113.2792,301.56,301.56,3.89,92,26
249,Saint-Pierre,-21.3393,55.4781,293.78,293.97,3.6,75,58
250,Ust-Nera,64.5667,143.2,291.59,291.59,1.43,0,31
252,Luorong,24.4058,109.6086,309.76,309.76,3.57,64,44
253,Dhidhdhoo,6.8833,73.1,300.98,300.98,3.56,92,74
254,Nuuk,64.1835,-51.7216,282.49,282.49,2.57,90,87
255,Kuruman,-27.4524,23.4325,281.07,281.07,4.08,0,25
256,Ilhabela,-23.7781,-45.3581,288.93,288.93,2.45,10,89
257,Ughelli,5.4899,6.0074,296.17,296.17,0.7,88,97
258,High Level,58.5169,-117.136,298.21,298.21,2.06,40,69
259,Honiara,-9.4333,159.95,299.96,299.96,2.37,70,82
260,Shimoda,34.6667,138.95,304.32,305.35,3.67,69,74
261,Araouane,18.9048,-3.5265,306.72,306.72,3.5,35,37
262,Forsytheganj,52.6333,29.7333,289.65,289.65,3.41,20,75
263,Jacareacanga,-6.2222,-57.7528,297.27,297.27,1.18,65,64
265,Giohar,2.7809,45.5005,297.51,297.51,6.54,99,78
266,Tambilil,5.9622,124.6697,303.82,303.82,2.94,86,63
267,Port Blair,11.6667,92.75,303.17,303.17,6.17,75,84
268,Pāveh,35.0434,46.3565,292.26,292.26,2.18,23,30
269,Kavieng,-2.5744,150.7967,301.59,301.59,3.17,37,75
270,Pierre,44.3683,-100.351,296.92,296.96,1.79,1,54
271,Tombouctou,20,-3,306.04,306.04,3.7,79,36
272,Port Lincoln,-34.7333,135.8667,286.14,286.14,8.62,73,67
273,Samarai,-10.6167,150.6667,299.83,299.83,6.13,69,76
274,Pevek,69.7008,170.3133,274.59,274.59,8.18,100,88
275,Hambantota,6.1241,81.1185,304.34,304.34,7.2,20,66
276,Legionowo,52.4015,20.9266,288.47,290.03,3.6,0,79
277,Gevrai,19.2667,75.75,301.99,301.99,8.99,100,57
278,Gijang,35.2442,129.2139,307,307,5.52,100,67
279,Makakilo City,21.3469,-158.0858,300.28,301.33,6.17,1,53
280,Zhigansk,66.7697,123.3711,297.7,297.7,2.25,5,33
281,Sindor,62.8629,51.8905,291.26,291.26,2.21,100,81
282,Richards Bay,-28.783,32.0377,289.84,289.84,3.72,75,86
283,Moniquirá,5.8764,-73.5728,286.48,286.48,2.27,94,90
284,Rafrāf,37.1904,10.1837,297.33,297.33,4.46,36,87
285,Bathurst,-33.4166,149.5806,280.84,280.84,6.48,91,73
